40.9455,-74.0712,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
39.9452,-74.0787,@JumboElliott76 The entire Dem party has spent the last 2 years trying to remove Trump. Have done nothing else. It was all Russia and Mueller. Report came back not the way they wanted. Trying to do it over. While this is happening you choose to criticize ,1
40.7453,-74.0279,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
39.6304,-74.9661,@JumboElliott76 The entire Dem party has spent the last 2 years trying to remove Trump. Have done nothing else. It was all Russia and Mueller. Report came back not the way they wanted. Trying to do it over. While this is happening you choose to criticize ,1
40.9701,-74.599,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
39.3136,-74.5261,have we all just forgotten that kanye west is a trump supporter https://t.co/GxhejkO5Mf,1
39.3136,-74.5261,"@SaraCarterDC @RepJerryNadler Trump is polling 60% in honest polls, is Nadler kidding himself?",1
39.3136,-74.5261,@Lightning_JL The convention center on the left still alive and great the trump plaza closed bout 8 years now,1
39.3136,-74.5261,@ColorDarkest @Phibes10 @realDonaldTrump @DNC They are fishing for anything to try to dissuade people who are voting for Trump. Wouldn’t matter to me . I don’t care if he found loopholes to not pay taxes. I’d use them too,1
39.3136,-74.5261,Pletka knows exactly what she’s doing. Repeat “both-sides” to muddle the issue which ultimately benefits Trump. #MTPDaily https://t.co/mm2M5IBEhH,1
39.3136,-74.5261,"Hey Trump, Start Spreadin' The News...................",1
39.3136,-74.5261,"@jamesrubyworks @kaitlancollins For the Trump Admin, well-qualified.",1
39.3136,-74.5261,"@tonyschwartz THIS makes more sense.  Tax fraud. Trump's contempt for taxation is legendary.  Somebody else pays taxes, not me.",1
39.3136,-74.5261,@WhiteHouse To bad Trump only moves backwards.,1
39.3136,-74.5261,@VelshiRuhle Every time the stock market is on a roll Trump says or tweets something that sends stocks down.  You can’t tell me that it’s not on purpose. I believe he is telling friends and/or people he owes money to in advance so they can take advantage.,1
39.3136,-74.5261,"@TheNorthStar @shaunking @TheBreakdown @ApplePodcasts @Spotify It never fails to amaze me how Trump supporters think it’s “funny” to “joke” about shooting people who offend them culturally, politically or racially...and yet I, as a black man who’s never h",1
39.3136,-74.5261,LOVE trump's HATE 🖐️👊💙 https://t.co/bnQ0Iir5Az,1
39.3136,-74.5261,tRump Lied.... Again https://t.co/ztZMIK2owf,1
39.3136,-74.5261,"@GovMikeHuckabee @DonaldJTrumpJr Don Trump Jr. needs to say” I have nothing to say to globalists, America First”",1
39.3136,-74.5261,Trump is the antichrist https://t.co/6en1EaEFth,1
39.3136,-74.5261,"@TomiLahren Tammy, are you including the biggest clown of them all, or does Trump skate? How is he doing shrinking the deficit?",1
40.2876,-74.1724,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
41.1984,-74.4832,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
40.8262,-74.5702,"@RepJoshG You are doing everything possible to be a Republican, finish the job and change parties!",1
40.7718,-75.17,"trump and sanders have begun silencing the press in a move to take control of what can be said. Next step take control of TV and radio stations in order to take over the nation as ""president for life."" We are the verge of trump becoming dictator and us losing out freedom.",1
40.7718,-75.17,@realDonaldTrump Trump you already hurt farmers by your tarrif policy!!,1
40.7718,-75.17,Samantha Bee Digs Up Awkward Old Clip Of Ivanka Trump Talking About Her Father's Debt,1
40.7718,-75.17,"Tell Hilary Clinton that one @tedcruz , not one of your so called colleagues have sat in an open hearing in front of the whole world for 11hours like HRC did. She had more guts than anybody in the trump administration. And yea, she was found NOT GUILTY ted https://t.co/z3MQzFu61g",1
40.7718,-75.17,"Here's How Congress Is Fighting To Get Answers From Trump. TIME TO HOLD TRUMP, AND BARR ACCOUBTABLE. Arrest them by force if necessary.",1
40.7718,-75.17,Here's How Congress Is Fighting To Get Answers From Trump Fucking trump is not above the law. The MOFO must follow the Constitution and have his Ex Priv voided by the courts.,1
